Epoch, Loss, Dice Score, Dice Loss, CE Loss, Additional Loss, Time
164, 0.3547, 0.8207, 0.1793, 0.1244, 0.0511, 261.48
165, 0.3558, 0.8205, 0.1795, 0.1250, 0.0513, 261.41
166, 0.3535, 0.8212, 0.1788, 0.1238, 0.0509, 261.40
167, 0.3525, 0.8219, 0.1781, 0.1236, 0.0507, 261.35
168, 0.3535, 0.8216, 0.1784, 0.1241, 0.0510, 261.48
169, 0.3529, 0.8217, 0.1783, 0.1238, 0.0509, 261.29
170, 0.3514, 0.8222, 0.1778, 0.1230, 0.0506, 261.22
171, 0.3543, 0.8216, 0.1784, 0.1247, 0.0512, 261.17
172, 0.3519, 0.8222, 0.1778, 0.1234, 0.0508, 261.27
173, 0.3510, 0.8225, 0.1775, 0.1229, 0.0506, 261.26
174, 0.3529, 0.8221, 0.1779, 0.1242, 0.0508, 261.43
175, 0.3504, 0.8228, 0.1772, 0.1227, 0.0505, 261.47
176, 0.3499, 0.8230, 0.1770, 0.1225, 0.0504, 261.46
177, 0.3489, 0.8232, 0.1768, 0.1219, 0.0501, 261.38
178, 0.3508, 0.8230, 0.1770, 0.1233, 0.0505, 261.42
179, 0.3504, 0.8232, 0.1768, 0.1231, 0.0505, 261.43
180, 0.3471, 0.8241, 0.1759, 0.1212, 0.0499, 261.43
181, 0.3473, 0.8241, 0.1759, 0.1214, 0.0499, 261.28
182, 0.3482, 0.8239, 0.1761, 0.1220, 0.0501, 261.07
183, 0.3453, 0.8247, 0.1753, 0.1204, 0.0496, 261.36
184, 0.3466, 0.8247, 0.1753, 0.1215, 0.0499, 261.35
185, 0.3454, 0.8252, 0.1748, 0.1209, 0.0497, 261.25
186, 0.3455, 0.8249, 0.1751, 0.1208, 0.0496, 261.08
187, 0.3456, 0.8253, 0.1747, 0.1211, 0.0498, 261.01
188, 0.3443, 0.8254, 0.1746, 0.1203, 0.0494, 261.26
189, 0.3446, 0.8253, 0.1747, 0.1203, 0.0496, 261.20
190, 0.3452, 0.8254, 0.1746, 0.1210, 0.0496, 261.00
191, 0.3423, 0.8260, 0.1740, 0.1192, 0.0491, 261.27
192, 0.3403, 0.8269, 0.1731, 0.1186, 0.0487, 261.26
193, 0.3432, 0.8262, 0.1738, 0.1201, 0.0492, 261.50
194, 0.3418, 0.8267, 0.1733, 0.1194, 0.0491, 261.18
195, 0.3415, 0.8267, 0.1733, 0.1191, 0.0491, 261.16
196, 0.3408, 0.8271, 0.1729, 0.1189, 0.0490, 261.51
197, 0.3411, 0.8268, 0.1732, 0.1190, 0.0490, 261.47
198, 0.3425, 0.8268, 0.1732, 0.1201, 0.0492, 261.14
199, 0.3401, 0.8275, 0.1725, 0.1187, 0.0488, 261.04
200, 0.3394, 0.8276, 0.1724, 0.1183, 0.0487, 261.33
201, 0.3380, 0.8281, 0.1719, 0.1176, 0.0484, 261.25
202, 0.3391, 0.8279, 0.1721, 0.1183, 0.0486, 261.12
203, 0.3375, 0.8283, 0.1717, 0.1175, 0.0484, 261.17
204, 0.3374, 0.8285, 0.1715, 0.1175, 0.0484, 261.53
205, 0.3365, 0.8288, 0.1712, 0.1171, 0.0483, 261.39
206, 0.3375, 0.8286, 0.1714, 0.1177, 0.0484, 261.34
207, 0.3375, 0.8284, 0.1716, 0.1176, 0.0483, 261.26
208, 0.3375, 0.8285, 0.1715, 0.1177, 0.0484, 261.33
209, 0.3396, 0.8282, 0.1718, 0.1190, 0.0488, 260.68
210, 0.3342, 0.8298, 0.1702, 0.1161, 0.0479, 261.34
211, 0.3354, 0.8292, 0.1708, 0.1166, 0.0481, 261.20
212, 0.3340, 0.8298, 0.1702, 0.1160, 0.0478, 261.18
213, 0.3352, 0.8296, 0.1704, 0.1167, 0.0481, 261.43
214, 0.3347, 0.8295, 0.1705, 0.1163, 0.0480, 261.28
215, 0.3344, 0.8298, 0.1702, 0.1162, 0.0479, 261.26
216, 0.3341, 0.8299, 0.1701, 0.1162, 0.0478, 260.91
217, 0.3335, 0.8300, 0.1700, 0.1158, 0.0477, 261.14
218, 0.3314, 0.8310, 0.1690, 0.1149, 0.0474, 261.14
219, 0.3331, 0.8305, 0.1695, 0.1159, 0.0477, 261.20
220, 0.3329, 0.8307, 0.1693, 0.1159, 0.0477, 261.35
221, 0.3320, 0.8311, 0.1689, 0.1156, 0.0475, 261.33
222, 0.3302, 0.8313, 0.1687, 0.1143, 0.0471, 261.52
223, 0.3307, 0.8312, 0.1688, 0.1146, 0.0473, 261.25
224, 0.3336, 0.8307, 0.1693, 0.1165, 0.0478, 261.42
225, 0.3307, 0.8311, 0.1689, 0.1145, 0.0472, 261.43
226, 0.3311, 0.8312, 0.1688, 0.1149, 0.0474, 261.45
227, 0.3294, 0.8318, 0.1682, 0.1141, 0.0471, 261.08
228, 0.3296, 0.8317, 0.1683, 0.1141, 0.0471, 261.49
229, 0.3293, 0.8322, 0.1678, 0.1144, 0.0471, 261.44
230, 0.3272, 0.8325, 0.1675, 0.1130, 0.0467, 261.27
231, 0.3278, 0.8325, 0.1675, 0.1135, 0.0468, 261.52
232, 0.3275, 0.8325, 0.1675, 0.1133, 0.0468, 261.17
233, 0.3284, 0.8323, 0.1677, 0.1138, 0.0469, 261.26
234, 0.3277, 0.8326, 0.1674, 0.1134, 0.0468, 261.04
235, 0.3266, 0.8329, 0.1671, 0.1129, 0.0466, 261.40
236, 0.3263, 0.8331, 0.1669, 0.1128, 0.0465, 261.06
237, 0.3271, 0.8330, 0.1670, 0.1134, 0.0467, 261.23
238, 0.3261, 0.8334, 0.1666, 0.1129, 0.0465, 261.34
239, 0.3254, 0.8338, 0.1662, 0.1127, 0.0465, 261.29
240, 0.3283, 0.8331, 0.1669, 0.1146, 0.0469, 261.30
241, 0.3241, 0.8341, 0.1659, 0.1121, 0.0462, 261.25
242, 0.3254, 0.8337, 0.1663, 0.1127, 0.0464, 261.33
243, 0.3230, 0.8345, 0.1655, 0.1114, 0.0460, 261.54
244, 0.3239, 0.8343, 0.1657, 0.1119, 0.0462, 261.32
245, 0.3238, 0.8343, 0.1657, 0.1120, 0.0462, 261.05
246, 0.3245, 0.8344, 0.1656, 0.1125, 0.0464, 261.25
247, 0.3231, 0.8347, 0.1653, 0.1116, 0.0462, 261.49
248, 0.3226, 0.8347, 0.1653, 0.1114, 0.0460, 261.34
249, 0.3218, 0.8351, 0.1649, 0.1110, 0.0459, 261.38
250, 0.3213, 0.8352, 0.1648, 0.1107, 0.0458, 261.25
251, 0.3224, 0.8349, 0.1651, 0.1113, 0.0460, 261.32
252, 0.3219, 0.8352, 0.1648, 0.1112, 0.0459, 261.59
253, 0.3208, 0.8356, 0.1644, 0.1106, 0.0457, 261.37
254, 0.3201, 0.8359, 0.1641, 0.1104, 0.0456, 261.34
255, 0.3210, 0.8355, 0.1645, 0.1108, 0.0458, 261.53
256, 0.3197, 0.8359, 0.1641, 0.1101, 0.0455, 261.13
257, 0.3216, 0.8352, 0.1648, 0.1110, 0.0458, 261.17
258, 0.3214, 0.8352, 0.1648, 0.1108, 0.0457, 261.58
259, 0.3190, 0.8365, 0.1635, 0.1101, 0.0454, 261.36
260, 0.3224, 0.8350, 0.1650, 0.1114, 0.0460, 261.26
261, 0.3228, 0.8357, 0.1643, 0.1125, 0.0460, 261.45
262, 0.3209, 0.8359, 0.1641, 0.1110, 0.0458, 261.47
263, 0.3161, 0.8372, 0.1628, 0.1083, 0.0449, 261.37
264, 0.3170, 0.8368, 0.1632, 0.1088, 0.0450, 261.38
265, 0.3170, 0.8372, 0.1628, 0.1091, 0.0451, 261.30
266, 0.3174, 0.8369, 0.1631, 0.1092, 0.0451, 261.41
267, 0.3191, 0.8365, 0.1635, 0.1101, 0.0454, 261.43
268, 0.3162, 0.8375, 0.1625, 0.1088, 0.0450, 261.32
269, 0.3157, 0.8378, 0.1622, 0.1085, 0.0449, 261.13
270, 0.3152, 0.8376, 0.1624, 0.1081, 0.0448, 261.50
271, 0.3151, 0.8377, 0.1623, 0.1081, 0.0447, 261.52
272, 0.3147, 0.8381, 0.1619, 0.1081, 0.0447, 261.41
273, 0.3191, 0.8371, 0.1629, 0.1108, 0.0454, 261.51
274, 0.3143, 0.8382, 0.1618, 0.1078, 0.0447, 261.39
275, 0.3131, 0.8385, 0.1615, 0.1072, 0.0444, 261.55
276, 0.3155, 0.8379, 0.1621, 0.1086, 0.0448, 261.33
277, 0.3143, 0.8385, 0.1615, 0.1081, 0.0447, 261.10
278, 0.3150, 0.8380, 0.1620, 0.1082, 0.0448, 261.36
279, 0.3137, 0.8387, 0.1613, 0.1079, 0.0445, 261.61
280, 0.3128, 0.8388, 0.1612, 0.1072, 0.0444, 261.47
281, 0.3124, 0.8392, 0.1608, 0.1072, 0.0444, 261.70
282, 0.3139, 0.8386, 0.1614, 0.1079, 0.0446, 261.45
283, 0.3148, 0.8381, 0.1619, 0.1082, 0.0447, 261.46
284, 0.3116, 0.8394, 0.1606, 0.1068, 0.0442, 261.29
285, 0.3116, 0.8392, 0.1608, 0.1066, 0.0442, 261.43
286, 0.3149, 0.8388, 0.1612, 0.1090, 0.0448, 261.54
287, 0.3110, 0.8399, 0.1601, 0.1067, 0.0442, 261.44
288, 0.3125, 0.8391, 0.1609, 0.1073, 0.0444, 261.36
289, 0.3108, 0.8397, 0.1603, 0.1065, 0.0441, 261.61
290, 0.3130, 0.8388, 0.1612, 0.1074, 0.0444, 261.24
291, 0.3115, 0.8393, 0.1607, 0.1066, 0.0442, 261.44
292, 0.3113, 0.8395, 0.1605, 0.1067, 0.0441, 261.39
293, 0.3106, 0.8397, 0.1603, 0.1062, 0.0440, 261.47
294, 0.3113, 0.8397, 0.1603, 0.1068, 0.0442, 260.88
295, 0.3119, 0.8395, 0.1605, 0.1071, 0.0443, 261.19
296, 0.3107, 0.8399, 0.1601, 0.1066, 0.0440, 261.17
297, 0.3122, 0.8393, 0.1607, 0.1072, 0.0443, 261.38
298, 0.3085, 0.8406, 0.1594, 0.1054, 0.0437, 261.36
299, 0.3104, 0.8401, 0.1599, 0.1065, 0.0440, 260.99
300, 0.3086, 0.8406, 0.1594, 0.1055, 0.0437, 261.20
301, 0.3088, 0.8406, 0.1594, 0.1056, 0.0438, 261.30
302, 0.3081, 0.8407, 0.1593, 0.1052, 0.0436, 261.16
303, 0.3081, 0.8409, 0.1591, 0.1054, 0.0436, 261.24
304, 0.3085, 0.8409, 0.1591, 0.1057, 0.0437, 261.46
305, 0.3096, 0.8408, 0.1592, 0.1065, 0.0439, 261.05
306, 0.3076, 0.8410, 0.1590, 0.1051, 0.0435, 261.51
307, 0.3062, 0.8417, 0.1583, 0.1045, 0.0434, 261.32
308, 0.3077, 0.8414, 0.1586, 0.1055, 0.0436, 261.54
309, 0.3072, 0.8412, 0.1588, 0.1049, 0.0435, 261.51
310, 0.3079, 0.8413, 0.1587, 0.1055, 0.0436, 261.24
311, 0.3086, 0.8410, 0.1590, 0.1059, 0.0438, 261.55
312, 0.3079, 0.8413, 0.1587, 0.1055, 0.0437, 261.30
313, 0.3074, 0.8415, 0.1585, 0.1053, 0.0436, 260.98
314, 0.3068, 0.8420, 0.1580, 0.1053, 0.0435, 261.39
315, 0.3057, 0.8421, 0.1579, 0.1045, 0.0433, 261.48
316, 0.3048, 0.8423, 0.1577, 0.1039, 0.0432, 261.43
317, 0.3049, 0.8422, 0.1578, 0.1039, 0.0431, 261.50
318, 0.3041, 0.8427, 0.1573, 0.1038, 0.0430, 261.48
319, 0.3080, 0.8413, 0.1587, 0.1057, 0.0436, 261.38
320, 0.3056, 0.8421, 0.1579, 0.1044, 0.0433, 261.42
321, 0.3047, 0.8424, 0.1576, 0.1040, 0.0431, 261.06
322, 0.3039, 0.8429, 0.1571, 0.1038, 0.0430, 261.26
323, 0.3061, 0.8419, 0.1581, 0.1046, 0.0434, 261.57
324, 0.3048, 0.8425, 0.1575, 0.1041, 0.0432, 261.20
325, 0.3024, 0.8434, 0.1566, 0.1030, 0.0428, 261.25
326, 0.3045, 0.8425, 0.1575, 0.1040, 0.0430, 261.11
327, 0.3054, 0.8425, 0.1575, 0.1047, 0.0433, 261.47
328, 0.3033, 0.8432, 0.1568, 0.1036, 0.0429, 261.29
329, 0.3044, 0.8430, 0.1570, 0.1043, 0.0431, 261.10
330, 0.3007, 0.8439, 0.1561, 0.1022, 0.0425, 261.34
331, 0.3051, 0.8425, 0.1575, 0.1044, 0.0432, 261.30
332, 0.3049, 0.8426, 0.1574, 0.1044, 0.0432, 261.37
333, 0.3031, 0.8432, 0.1568, 0.1034, 0.0429, 261.40
334, 0.3019, 0.8437, 0.1563, 0.1028, 0.0427, 261.49
335, 0.3028, 0.8434, 0.1566, 0.1035, 0.0428, 261.51
336, 0.3021, 0.8437, 0.1563, 0.1030, 0.0427, 261.47
